Subject,Date of Trial,Birthdate,Age,Correct Response,ImPairNumber,ImageFileName,Response,CorrectBasic,CorrectSize,RespondedButIncorrect
35,4/28/16,7/27/2011,57,,9,09_armchair.png,A couch,1,1,0
35,4/28/16,7/27/2011,57,,20,20_ornament.png,Christmas tree decoration,1,1,0
35,4/28/16,7/27/2011,57,,19,19_garlic.png,Something…,0,0,0
35,4/28/16,7/27/2011,57,,18,18_ringbox03.png,Chest,0,0,1
35,4/28/16,7/27/2011,57,,8,08_uprightpiano.png,Organ,1,1,0
35,4/28/16,7/27/2011,57,,17,17_pinecone.png,Pinecone,1,1,0
35,4/28/16,7/27/2011,57,,16,16_clock.png,Alarm clock,1,1,0
35,4/28/16,7/27/2011,57,,7,07_grill.png,Something…,0,0,0
35,4/28/16,7/27/2011,57,,15,15_scotchtape.png,Tape,1,1,0
35,4/28/16,7/27/2011,57,,14,14_perfume.png,Purfume,1,1,0
35,4/28/16,7/27/2011,57,,5,05_wagon.png,Wagon,1,1,0
35,4/28/16,7/27/2011,57,,13,13_rubberduck.png,Rubber ducky,1,1,0
35,4/28/16,7/27/2011,57,,4,04_tractor11.png,Tractor,1,1,0
35,4/28/16,7/27/2011,57,,3,03_sofachair.png,Chair,1,1,0
35,4/28/16,7/27/2011,57,,1,01_desk.png,Desk,1,1,0
35,4/28/16,7/27/2011,57,,12,12_pencil sharpener 5.png,Something with nails in it,0,1,1
35,4/28/16,7/27/2011,57,,2,02_carousel.png,Carousel,1,1,0
35,4/28/16,7/27/2011,57,,11,11_controller.png,Remote,1,1,0
35,4/28/16,7/27/2011,57,,1,01_apple.png,Apple,1,1,0
36,4/29/16,3/16/12,49,,1,01_apple.png,Apple,1,1,0
36,4/29/16,3/16/12,49,,11,11_controller.png,Remote control,1,1,0
36,4/29/16,3/16/12,49,,2,02_carousel.png,Meery go round,1,1,0
36,4/29/16,3/16/12,49,,12,12_pencil sharpener 5.png,Remote control,0,1,1
36,4/29/16,3/16/12,49,,1,01_desk.png,Drawers,1,1,0
36,4/29/16,3/16/12,49,,3,03_sofachair.png,Couch,1,1,0
36,4/29/16,3/16/12,49,,4,04_tractor11.png,Tractor,1,1,0
36,4/29/16,3/16/12,49,,13,13_rubberduck.png,Duck,1,1,0
36,4/29/16,3/16/12,49,,5,05_wagon.png,Carriage,1,1,0
36,4/29/16,3/16/12,49,,14,14_perfume.png,Ornament,0,1,1
36,4/29/16,3/16/12,49,,15,15_scotchtape.png,Tape,1,1,0
36,4/29/16,3/16/12,49,,7,07_grill.png,Grill,1,1,0
36,4/29/16,3/16/12,49,,16,16_clock.png,Alarm clock,1,1,0
36,4/29/16,3/16/12,49,,17,17_pinecone.png,Pinecone,1,1,0
36,4/29/16,3/16/12,49,,8,08_uprightpiano.png,Piano,1,1,0
36,4/29/16,3/16/12,49,,18,18_ringbox03.png,Earring box,1,1,0
36,4/29/16,3/16/12,49,,19,19_garlic.png,Mushroom,0,1,1
36,4/29/16,3/16/12,49,,20,20_ornament.png,Ornament,1,1,0
36,4/29/16,3/16/12,49,,9,09_armchair.png,Chair,1,1,0
36,4/29/16,3/16/12,49,,2,02_seashell.png,Seashell,1,1,0
36,4/29/16,3/16/12,49,,10,10_bison.png,Buffallo,1,1,0
36,4/29/16,3/16/12,49,,3,03_baseball 2.png,Soccer ball,1,1,0
36,4/29/16,3/16/12,49,,11,11_fountain13.png,Statue,1,1,0
36,4/29/16,3/16/12,49,,6,06_parthenon.png,Church,1,1,0
36,4/29/16,3/16/12,49,,4,04_camera.png,Camera,1,1,0
36,4/29/16,3/16/12,49,,5,05_button.png,button,1,1,0
36,4/29/16,3/16/12,49,,12,12_bookcase.png,bookshelf,1,1,0
36,4/29/16,3/16/12,49,,20,20_wheelchair.png,bicycle chair,1,1,0
36,4/29/16,3/16/12,49,,6,06_cable.png,Battery,0,1,0
36,4/29/16,3/16/12,49,,13,13_piano.png,Piano,1,1,0
36,4/29/16,3/16/12,49,,14,14_washingMachine.png,Camera,0,0,0
36,4/29/16,3/16/12,49,,15,15_couch2.png,Chair,1,1,0
36,4/29/16,3/16/12,49,,16,16_garbagecan.png,Garbage can,1,1,0
36,4/29/16,3/16/12,49,,17,17_hotairballoon2.png,Hot air balloon,1,1,0
36,4/29/16,3/16/12,49,,7,07_dice.png,Dice,1,1,0
36,4/29/16,3/16/12,49,,8,08_changepurse.png,Purse,1,1,0
36,4/29/16,3/16/12,49,,9,09_mushroom.png,Mushroom,1,1,0
36,4/29/16,3/16/12,49,,18,18_hotairballoon.png,Hot air balloon,1,1,0
36,4/29/16,3/16/12,49,,10,10_bowtiepasta.png,Noodle,1,1,0
36,4/29/16,3/16/12,49,,19,19_refrigerator.png,Fridgerator,1,1,0
37,6/6/16,12/11/11,53,,19,19_refrigerator.png,Fridge,1,1,0
37,6/6/16,12/11/11,53,,10,10_bowtiepasta.png,Butterfly,0,1,0
37,6/6/16,12/11/11,53,,18,18_hotairballoon.png,Blimp,1,1,0
37,6/6/16,12/11/11,53,,9,09_mushroom.png,Mushroom,1,1,0
37,6/6/16,12/11/11,53,,8,08_changepurse.png,Ziplock,0,1,0
37,6/6/16,12/11/11,53,,7,07_dice.png,Shake it and you read the number,1,1,0
37,6/6/16,12/11/11,53,,17,17_hotairballoon2.png,Another blimp,1,1,0
37,6/6/16,12/11/11,53,,16,16_garbagecan.png,A trash,1,1,0
37,6/6/16,12/11/11,53,,15,15_couch2.png,A couch,1,1,0
37,6/6/16,12/11/11,53,,14,14_washingMachine.png,A wash disher,1,1,0
37,6/6/16,12/11/11,53,,13,13_piano.png,A piano,1,1,0
37,6/6/16,12/11/11,53,,6,06_cable.png,Bottle of a vacuum,0,1,0
37,6/6/16,12/11/11,53,,20,20_wheelchair.png,Wheelchair,1,1,0
37,6/6/16,12/11/11,53,,12,12_bookcase.png,A book,0,0,0
37,6/6/16,12/11/11,53,,5,05_button.png,Button,1,1,0
37,6/6/16,12/11/11,53,,4,04_camera.png,camera,1,1,0
37,6/6/16,12/11/11,53,,6,06_parthenon.png,Building,1,1,0
37,6/6/16,12/11/11,53,,11,11_fountain13.png,Swim,0,1,1
37,6/6/16,12/11/11,53,,3,03_baseball 2.png,Baseball ball,1,1,0
37,6/6/16,12/11/11,53,,10,10_bison.png,I don't know…Camel,0,1,1
37,6/6/16,12/11/11,53,,2,02_seashell.png,Towel,0,1,1
37,6/6/16,12/11/11,53,,9,09_armchair.png,Chair,1,1,0
37,6/6/16,12/11/11,53,,20,20_ornament.png,Light,0,1,1
37,6/6/16,12/11/11,53,,19,19_garlic.png,Pumpkin,0,1,1
37,6/6/16,12/11/11,53,,18,18_ringbox03.png,A makeup,1,1,0
37,6/6/16,12/11/11,53,,8,08_uprightpiano.png,Another piano,1,1,0
37,6/6/16,12/11/11,53,,17,17_pinecone.png,x,0,0,0
37,6/6/16,12/11/11,53,,16,16_clock.png,Alarm,1,1,0
37,6/6/16,12/11/11,53,,7,07_grill.png,Grill,1,1,0
37,6/6/16,12/11/11,53,,15,15_scotchtape.png,Tape,1,1,0
37,6/6/16,12/11/11,53,,14,14_perfume.png,Makeup,1,1,0
37,6/6/16,12/11/11,53,,5,05_wagon.png,Carriage,1,1,0
37,6/6/16,12/11/11,53,,13,13_rubberduck.png,Duck,1,1,0
37,6/6/16,12/11/11,53,,4,04_tractor11.png,Tractor,1,1,0
37,6/6/16,12/11/11,53,,3,03_sofachair.png,Seat,1,1,0
37,6/6/16,12/11/11,53,,1,01_desk.png,A table,1,1,0
37,6/6/16,12/11/11,53,,12,12_pencil sharpener 5.png,What you put on your eyes to see far away,0,1,1
37,6/6/16,12/11/11,53,,2,02_carousel.png,Carryiage,1,1,0
37,6/6/16,12/11/11,53,,11,11_controller.png,Game thing,1,1,0
37,6/6/16,12/11/11,53,,1,01_apple.png,Apple,1,1,0
38,6/14/16,2/25/12,51,,1,01_apple.png,Apple,1,1,0
38,6/14/16,2/25/12,51,,11,11_controller.png,Remote,1,1,0
38,6/14/16,2/25/12,51,,2,02_carousel.png,Meery go round,1,1,0
38,6/14/16,2/25/12,51,,12,12_pencil sharpener 5.png,Binoculars,0,1,1
38,6/14/16,2/25/12,51,,1,01_desk.png,Desk,1,1,0
38,6/14/16,2/25/12,51,,3,03_sofachair.png,Bed,1,1,0
38,6/14/16,2/25/12,51,,4,04_tractor11.png,Tractor,1,1,0
38,6/14/16,2/25/12,51,,13,13_rubberduck.png,Duck,1,1,0
38,6/14/16,2/25/12,51,,5,05_wagon.png,Trailer,1,1,0
38,6/14/16,2/25/12,51,,14,14_perfume.png,honey,0,1,1
38,6/14/16,2/25/12,51,,15,15_scotchtape.png,Tape,1,1,0
38,6/14/16,2/25/12,51,,7,07_grill.png,Grill,1,1,0
38,6/14/16,2/25/12,51,,16,16_clock.png,Clock,1,1,0
38,6/14/16,2/25/12,51,,17,17_pinecone.png,Pinecone,1,1,0
38,6/14/16,2/25/12,51,,8,08_uprightpiano.png,Piano,1,1,0
38,6/14/16,2/25/12,51,,18,18_ringbox03.png,Case,1,1,0
38,6/14/16,2/25/12,51,,19,19_garlic.png,x,0,0,0
38,6/14/16,2/25/12,51,,20,20_ornament.png,Ornament,1,1,0
38,6/14/16,2/25/12,51,,9,09_armchair.png,Chair,1,1,0
38,6/14/16,2/25/12,51,,2,02_seashell.png,Shell,1,1,0
38,6/14/16,2/25/12,51,,10,10_bison.png,Bison,1,1,0
38,6/14/16,2/25/12,51,,3,03_baseball 2.png,Baseball,1,1,0
38,6/14/16,2/25/12,51,,11,11_fountain13.png,Water fountaion,1,1,0
38,6/14/16,2/25/12,51,,6,06_parthenon.png,I forget….tape for bars….there were stuffed animals,0,0,0
38,6/14/16,2/25/12,51,,4,04_camera.png,Camera,1,1,0
38,6/14/16,2/25/12,51,,5,05_button.png,Button,1,1,0
38,6/14/16,2/25/12,51,,12,12_bookcase.png,Shelf,1,1,0
38,6/14/16,2/25/12,51,,20,20_wheelchair.png,Yeah but I just forget….Used for wheeling people if they're hurt,1,1,0
38,6/14/16,2/25/12,51,,6,06_cable.png,x,0,0,0
38,6/14/16,2/25/12,51,,13,13_piano.png,Piano,1,1,0
38,6/14/16,2/25/12,51,,14,14_washingMachine.png,Washing machine,1,1,0
38,6/14/16,2/25/12,51,,15,15_couch2.png,Couch,1,1,0
38,6/14/16,2/25/12,51,,16,16_garbagecan.png,Garbage can,1,1,0
38,6/14/16,2/25/12,51,,17,17_hotairballoon2.png,Air balloon,1,1,0
38,6/14/16,2/25/12,51,,7,07_dice.png,Dice,1,1,0
38,6/14/16,2/25/12,51,,8,08_changepurse.png,Haven't even seen anything like that,0,0,0
38,6/14/16,2/25/12,51,,9,09_mushroom.png,Mushroom,1,1,0
38,6/14/16,2/25/12,51,,18,18_hotairballoon.png,Air balloon,1,1,0
38,6/14/16,2/25/12,51,,10,10_bowtiepasta.png,Spaghetti,1,1,0
38,6/14/16,2/25/12,51,,19,19_refrigerator.png,A frigerator,1,1,0
39,6/14/16,5/28/12,48,,19,19_refrigerator.png,Fridge,1,1,0
39,6/14/16,5/28/12,48,,10,10_bowtiepasta.png,Noodle,1,1,0
39,6/14/16,5/28/12,48,,18,18_hotairballoon.png,A balloon,0,0,1
39,6/14/16,5/28/12,48,,9,09_mushroom.png,A mushroom,1,1,0
39,6/14/16,5/28/12,48,,8,08_changepurse.png,A purse,1,1,0
39,6/14/16,5/28/12,48,,7,07_dice.png,I don't know what that is….,0,0,0
39,6/14/16,5/28/12,48,,17,17_hotairballoon2.png,Another balloon,0,0,1
39,6/14/16,5/28/12,48,,16,16_garbagecan.png,A trash can,1,1,0
39,6/14/16,5/28/12,48,,15,15_couch2.png,A chair,1,1,0
39,6/14/16,5/28/12,48,,14,14_washingMachine.png,A washer machine,1,1,0
39,6/14/16,5/28/12,48,,13,13_piano.png,A piano,1,1,0
39,6/14/16,5/28/12,48,,6,06_cable.png,A plug,1,1,0
39,6/14/16,5/28/12,48,,20,20_wheelchair.png,A wheeling chair,1,1,0
39,6/14/16,5/28/12,48,,12,12_bookcase.png,A bookshelf,1,1,0
39,6/14/16,5/28/12,48,,5,05_button.png,A button,1,1,0
39,6/14/16,5/28/12,48,,4,04_camera.png,A camera,1,1,0
39,6/14/16,5/28/12,48,,6,06_parthenon.png,A house,1,1,0
39,6/14/16,5/28/12,48,,11,11_fountain13.png,A chair…A fountain,1,1,0
39,6/14/16,5/28/12,48,,3,03_baseball 2.png,A ball,1,1,0
39,6/14/16,5/28/12,48,,10,10_bison.png,Buffalo,1,1,0
39,6/14/16,5/28/12,48,,2,02_seashell.png,Seashell,1,1,0
39,6/14/16,5/28/12,48,,9,09_armchair.png,Chair,1,1,0
39,6/14/16,5/28/12,48,,20,20_ornament.png,A light,0,1,1
39,6/14/16,5/28/12,48,,19,19_garlic.png,A turnip,0,1,1
39,6/14/16,5/28/12,48,,18,18_ringbox03.png,A little box,1,1,0
39,6/14/16,5/28/12,48,,8,08_uprightpiano.png,A little piano that is fancy,1,1,0
39,6/14/16,5/28/12,48,,17,17_pinecone.png,A pinecone,1,1,0
39,6/14/16,5/28/12,48,,16,16_clock.png,Clock,1,1,0
39,6/14/16,5/28/12,48,,7,07_grill.png,x,0,0,0
39,6/14/16,5/28/12,48,,15,15_scotchtape.png,Tape,1,1,0
39,6/14/16,5/28/12,48,,14,14_perfume.png,A light,0,1,1
39,6/14/16,5/28/12,48,,5,05_wagon.png,A carriage,1,1,0
39,6/14/16,5/28/12,48,,13,13_rubberduck.png,A ducky,1,1,0
39,6/14/16,5/28/12,48,,4,04_tractor11.png,Another tractor,1,1,0
39,6/14/16,5/28/12,48,,3,03_sofachair.png,A bed,1,1,0
39,6/14/16,5/28/12,48,,1,01_desk.png,A desk,1,1,0
39,6/14/16,5/28/12,48,,12,12_pencil sharpener 5.png,I don't know…it looks like a plug,0,1,0
39,6/14/16,5/28/12,48,,2,02_carousel.png,Go on it and go around….don't know….you can ride on it,1,1,0
39,6/14/16,5/28/12,48,,11,11_controller.png,A control,1,1,0
39,6/14/16,5/28/12,48,,1,01_apple.png,Apple,1,1,0
40,6/17/16,8/10/11,58,,19,19_refrigerator.png,Frigerator,1,1,0
40,6/17/16,8/10/11,58,,10,10_bowtiepasta.png,Noodle,1,1,0
40,6/17/16,8/10/11,58,,18,18_hotairballoon.png,Hot air ballon,1,1,0
40,6/17/16,8/10/11,58,,9,09_mushroom.png,Mushroom,1,1,0
40,6/17/16,8/10/11,58,,8,08_changepurse.png,Pillow,0,1,1
40,6/17/16,8/10/11,58,,7,07_dice.png,Dice,1,1,0
40,6/17/16,8/10/11,58,,17,17_hotairballoon2.png,Hot air balloon,1,1,0
40,6/17/16,8/10/11,58,,16,16_garbagecan.png,Trash can,1,1,0
40,6/17/16,8/10/11,58,,15,15_couch2.png,Chair,1,1,0
40,6/17/16,8/10/11,58,,14,14_washingMachine.png,Washer,1,1,0
40,6/17/16,8/10/11,58,,13,13_piano.png,Piano,1,1,0
40,6/17/16,8/10/11,58,,6,06_cable.png,Vacuum cleaner,0,0,1
40,6/17/16,8/10/11,58,,20,20_wheelchair.png,Wheelchair,1,1,0
40,6/17/16,8/10/11,58,,12,12_bookcase.png,Bookshelf,1,1,0
40,6/17/16,8/10/11,58,,5,05_button.png,Button,1,1,0
40,6/17/16,8/10/11,58,,4,04_camera.png,Camera,1,1,0
40,6/17/16,8/10/11,58,,6,06_parthenon.png,House,1,1,0
40,6/17/16,8/10/11,58,,11,11_fountain13.png,Monument,1,1,0
40,6/17/16,8/10/11,58,,3,03_baseball 2.png,Baseball,1,1,0
40,6/17/16,8/10/11,58,,10,10_bison.png,Buffallo,1,1,0
40,6/17/16,8/10/11,58,,2,02_seashell.png,Seashell,1,1,0
40,6/17/16,8/10/11,58,,9,09_armchair.png,Chair,1,1,0
40,6/17/16,8/10/11,58,,20,20_ornament.png,Ornament,1,1,0
40,6/17/16,8/10/11,58,,19,19_garlic.png,Onion,1,1,0
40,6/17/16,8/10/11,58,,18,18_ringbox03.png,Computer,0,1,1
40,6/17/16,8/10/11,58,,8,08_uprightpiano.png,Piano,1,1,0
40,6/17/16,8/10/11,58,,17,17_pinecone.png,Pinecone,1,1,0
40,6/17/16,8/10/11,58,,16,16_clock.png,Clock,1,1,0
40,6/17/16,8/10/11,58,,7,07_grill.png,Grill,1,1,0
40,6/17/16,8/10/11,58,,15,15_scotchtape.png,Tape,1,1,0
40,6/17/16,8/10/11,58,,14,14_perfume.png,Ornament,0,1,1
40,6/17/16,8/10/11,58,,5,05_wagon.png,Carriage,1,1,0
40,6/17/16,8/10/11,58,,13,13_rubberduck.png,Ducky,1,1,0
40,6/17/16,8/10/11,58,,4,04_tractor11.png,Tractor,1,1,0
40,6/17/16,8/10/11,58,,3,03_sofachair.png,Chair,1,1,0
40,6/17/16,8/10/11,58,,1,01_desk.png,Cabinets,1,1,0
40,6/17/16,8/10/11,58,,12,12_pencil sharpener 5.png,Binoculars,0,1,1
40,6/17/16,8/10/11,58,,2,02_carousel.png,Carousel,1,1,0
40,6/17/16,8/10/11,58,,11,11_controller.png,Remote control,1,1,0
40,6/17/16,8/10/11,58,,1,01_apple.png,Apple,1,1,0
41,6/20/16,8/19/11,58,,1,01_apple.png,Apple,1,1,0
41,6/20/16,8/19/11,58,,11,11_controller.png,Controler,1,1,0
41,6/20/16,8/19/11,58,,2,02_carousel.png,Meery go round,1,1,0
41,6/20/16,8/19/11,58,,12,12_pencil sharpener 5.png,Binoculars,0,1,1
41,6/20/16,8/19/11,58,,1,01_desk.png,A drawer,1,1,0
41,6/20/16,8/19/11,58,,3,03_sofachair.png,Couch,1,1,0
41,6/20/16,8/19/11,58,,4,04_tractor11.png,Tractor,1,1,0
41,6/20/16,8/19/11,58,,13,13_rubberduck.png,Rubber Ducky,1,1,0
41,6/20/16,8/19/11,58,,5,05_wagon.png,A cart of milk,0,1,1
41,6/20/16,8/19/11,58,,14,14_perfume.png,A sprayer,1,1,0
41,6/20/16,8/19/11,58,,15,15_scotchtape.png,A tape holder,1,1,0
41,6/20/16,8/19/11,58,,7,07_grill.png,A grill,1,1,0
41,6/20/16,8/19/11,58,,16,16_clock.png,A clock,1,1,0
41,6/20/16,8/19/11,58,,17,17_pinecone.png,A pinecone,1,1,0
41,6/20/16,8/19/11,58,,8,08_uprightpiano.png,A piano,1,1,0
41,6/20/16,8/19/11,58,,18,18_ringbox03.png,A jurasic holder?,0,1,1
41,6/20/16,8/19/11,58,,19,19_garlic.png,A flower,0,1,1
41,6/20/16,8/19/11,58,,20,20_ornament.png,Decoration,1,1,0
41,6/20/16,8/19/11,58,,9,09_armchair.png,A chair,1,1,0
41,6/20/16,8/19/11,58,,2,02_seashell.png,A shell,1,1,0
41,6/20/16,8/19/11,58,,10,10_bison.png,A bull,1,1,0
41,6/20/16,8/19/11,58,,3,03_baseball 2.png,A baseball,1,1,0
41,6/20/16,8/19/11,58,,11,11_fountain13.png,A water fountain,1,1,0
41,6/20/16,8/19/11,58,,6,06_parthenon.png,A buidling,1,1,0
41,6/20/16,8/19/11,58,,4,04_camera.png,A camera,1,1,0
41,6/20/16,8/19/11,58,,5,05_button.png,A button,1,1,0
41,6/20/16,8/19/11,58,,12,12_bookcase.png,A bookshelf,1,1,0
41,6/20/16,8/19/11,58,,20,20_wheelchair.png,A chair,1,1,0
41,6/20/16,8/19/11,58,,6,06_cable.png,A stamper,0,1,1
41,6/20/16,8/19/11,58,,13,13_piano.png,A piano,1,1,0
41,6/20/16,8/19/11,58,,14,14_washingMachine.png,A laundry washer,1,1,0
41,6/20/16,8/19/11,58,,15,15_couch2.png,A couch,1,1,0
41,6/20/16,8/19/11,58,,16,16_garbagecan.png,A trash can,1,1,0
41,6/20/16,8/19/11,58,,17,17_hotairballoon2.png,A hot air balloon,1,1,0
41,6/20/16,8/19/11,58,,7,07_dice.png,A dice,1,1,0
41,6/20/16,8/19/11,58,,8,08_changepurse.png,A pouch,1,1,0
41,6/20/16,8/19/11,58,,9,09_mushroom.png,A mushroom,1,1,0
41,6/20/16,8/19/11,58,,18,18_hotairballoon.png,A hot air balloon,1,1,0
41,6/20/16,8/19/11,58,,10,10_bowtiepasta.png,Chips,0,1,1
41,6/20/16,8/19/11,58,,19,19_refrigerator.png,Frigerator,1,1,0
